symbol_a,symbol_b,pearson_rho
PREMIERENE,TECHNOE,0.140759
JMFINANCIL,PERSISTENT,0.140758
DABUR,HINDALCO,0.140756
ALKEM,UNITDSPR,0.140756
ABFRL,PETRONET,0.140753
PATANJALI,TIINDIA,0.140751
DELHIVERY,LEMONTREE,0.140746
MMTC,TRENT,0.140746
HAVELLS,HYUNDAI,0.140744
DEEPAKNTR,NHPC,0.140743
FEDERALBNK,TITAN,0.140743
DELHIVERY,SAMMAANCAP,0.140743
IIFL,SCI,0.140742
ACUTAAS,CDSL,0.140737
VOLTAS,WOCKPHARMA,0.140735
ACC,CHOICEIN,0.140734
BELRISE,NATIONALUM,0.140732
BAJFINANCE,BLS,0.140732
CESC,HDFCAMC,0.140726
EICHERMOT,HFCL,0.140723
DMART,SCI,0.140722
LAURUSLABS,TCS,0.140721
IRCTC,TMCV,0.140721
BHARATFORG,TMCV,0.140718
HAVELLS,ITI,0.140718
DIVISLAB,MPHASIS,0.140718
HINDALCO,SWIGGY,0.140718
BHARATFORG,INFY,0.140716
ABREL,BEL,0.140715
BRITANNIA,TCS,0.140714
CROMPTON,NTPCGREEN,0.140714
BHARATFORG,NATCOPHARM,0.140713
POWERINDIA,TATACONSUM,0.140705
JWL,TITAN,0.140705
ABCAPITAL,LTFOODS,0.140705
ASIANPAINT,SCI,0.140705
BLS,JPPOWER,0.140703
COALINDIA,NCC,0.140701
BATAINDIA,JBMA,0.140698
NMDC,SHYAMMETL,0.140697
INOXWIND,MINDACORP,0.140696
IDEA,SBICARD,0.140695
ABFRL,GPIL,0.140695
AWL,JSWINFRA,0.140694
HCLTECH,SHRIRAMFIN,0.140694
BANKINDIA,TTML,0.140693
DEEPAKNTR,IOB,0.140691
LTF,TMCV,0.14069
DABUR,SONATSOFTW,0.140685
ABFRL,TATAINVEST,0.140684
MGL,NMDC,0.140683
NAM-INDIA,SBICARD,0.140683
AMBER,WOCKPHARMA,0.140681
MAXHEALTH,TECHM,0.14068
INDGN,RITES,0.140679
APARINDS,IDBI,0.140679
LLOYDSME,SUPREMEIND,0.140678
INFY,UPL,0.140678
GMDCLTD,WIPRO,0.140677
BAJAJHLDNG,PPLPHARMA,0.140677
ABCAPITAL,RRKABEL,0.140676
CEMPRO,FINCABLES,0.140676
ABREL,LAURUSLABS,0.140675
APLAPOLLO,CHAMBLFERT,0.140674
NATCOPHARM,YESBANK,0.140672
LUPIN,WOCKPHARMA,0.140671
PARADEEP,ZYDUSLIFE,0.140671
ENGINERSIN,IIFL,0.140671
JSL,TATATECH,0.140669
NYKAA,TCS,0.140662
PPLPHARMA,TEJASNET,0.140661
ENRIN,RBLBANK,0.140661
ATHERENERG,RITES,0.140661
CGPOWER,MGL,0.14066
EXIDEIND,KARURVYSYA,0.140659
TORNTPOWER,WIPRO,0.140656
ANANTRAJ,NAVA,0.140647
OLECTRA,TATACHEM,0.140645
IOB,TATACONSUM,0.140643
ALKEM,IRB,0.140642
ACE,BATAINDIA,0.140642
DABUR,SUNPHARMA,0.14064
DRREDDY,SOLARINDS,0.140639
IIFL,JSWSTEEL,0.140626
INDUSINDBK,KARURVYSYA,0.14062
BEL,CEMPRO,0.140618
OLAELEC,SBIN,0.140618
JSWCEMENT,YESBANK,0.140617
PIIND,TORNTPHARM,0.140617
APLAPOLLO,OLECTRA,0.140617
MPHASIS,NCC,0.140617
JINDALSAW,NLCINDIA,0.140616
JKTYRE,LUPIN,0.140613
ATGL,PCBL,0.140611
CEATLTD,WELSPUNLIV,0.140609
BEML,CIPLA,0.140609
FSL,LICHSGFIN,0.140607
DEEPAKFERT,KPITTECH,0.140605
COFORGE,SUPREMEIND,0.140599
GABRIEL,YESBANK,0.140599
BANKINDIA,DEEPAKNTR,0.140598
LICHSGFIN,WELCORP,0.140595
CHOLAHLDNG,JMFINANCIL,0.140594
AUROPHARMA,POLICYBZR,0.140594
ELGIEQUIP,JINDALSAW,0.140593
HEROMOTOCO,TMCV,0.140588
KAYNES,NESTLEIND,0.140587
MPHASIS,MUTHOOTFIN,0.140586
HDFCLIFE,MPHASIS,0.140584
CESC,ZENTEC,0.14058
ANGELONE,CEATLTD,0.14058
IRCON,TECHM,0.140579
BSOFT,SCI,0.140579
LEMONTREE,WELSPUNLIV,0.140578
ETERNAL,PATANJALI,0.140575
CHOLAHLDNG,RECLTD,0.140574
FIRSTCRY,MAZDOCK,0.140574
ATGL,BAJAJ-AUTO,0.140574
FEDERALBNK,HINDCOPPER,0.140574
FINCABLES,NYKAA,0.140573
OLAELEC,SHRIRAMFIN,0.140568
APARINDS,FINCABLES,0.140566
ESCORTS,RECLTD,0.140565
BSOFT,CHAMBLFERT,0.140565
GABRIEL,GRAPHITE,0.140563
BRITANNIA,KPITTECH,0.140562
HBLENGINE,INDIACEM,0.140561
ELGIEQUIP,PARADEEP,0.14056
INDIACEM,TITAGARH,0.140557
OLAELEC,SYRMA,0.140556
BATAINDIA,KFINTECH,0.140553
JMFINANCIL,RRKABEL,0.140548
DRREDDY,JUBLFOOD,0.140548
HEG,NTPCGREEN,0.140548
CESC,HEG,0.140546
HINDPETRO,ITC,0.140545
CHENNPETRO,INDHOTEL,0.140544
EICHERMOT,TORNTPHARM,0.140544
ANANTRAJ,KPIL,0.140541
GRAVITA,KPITTECH,0.14054
JYOTICNC,PARADEEP,0.140539
CHOICEIN,HDFCAMC,0.140538
AEGISLOG,IREDA,0.140537
ELECON,NIACL,0.140537
CHAMBLFERT,SWANCORP,0.140535
NESTLEIND,PHOENIXLTD,0.140534
KARURVYSYA,UPL,0.140534
M&M,SHREECEM,0.140534
APLAPOLLO,ICICIGI,0.140533
BAJAJHLDNG,KAYNES,0.140529
ICICIPRULI,RELIANCE,0.140529
CEATLTD,RBLBANK,0.140529
TATATECH,WELCORP,0.140528
JSWCEMENT,JSWENERGY,0.140525
AEGISLOG,NBCC,0.140523
WELCORP,ZENTEC,0.140523
CIEINDIA,NBCC,0.140523
HEXT,INOXWIND,0.140523
ANGELONE,APTUS,0.140523
TATAELXSI,TRIDENT,0.140522
BHEL,CEATLTD,0.140521
ITI,YESBANK,0.140521
JBMA,PATANJALI,0.140521
LT,WOCKPHARMA,0.140518
AXISBANK,ZYDUSLIFE,0.140518
CYIENT,VBL,0.140517
CESC,SHRIRAMFIN,0.140517
PARADEEP,POONAWALLA,0.140517
BPCL,LEMONTREE,0.140514
FACT,PPLPHARMA,0.140514
ABB,KOTAKBANK,0.140513
ABB,IGL,0.140512
PNB,WOCKPHARMA,0.140512
AFCONS,GRSE,0.140511
IRCTC,JBCHEPHARM,0.140508
DEEPAKFERT,SIEMENS,0.140508
FORCEMOT,SWIGGY,0.140505
LICI,MGL,0.140505
MUTHOOTFIN,NESTLEIND,0.140505
POLYMED,RVNL,0.140503
DRREDDY,RAILTEL,0.140503
ACC,WELCORP,0.140502
POLICYBZR,UNITDSPR,0.1405
ADANIENT,GRANULES,0.140496
TITAN,UCOBANK,0.140495
DIVISLAB,ZEEL,0.140493
JKTYRE,LATENTVIEW,0.140493
AUBANK,NCC,0.140491
INDGN,NBCC,0.14049
DATAPATTNS,HINDPETRO,0.140489
BHEL,GABRIEL,0.140488
ABB,ALKEM,0.140487
GMDCLTD,VMM,0.140486
KIRLOSENG,TECHNOE,0.140485
HFCL,SRF,0.140484
LTFOODS,OLECTRA,0.140483
DATAPATTNS,FSL,0.140481
DABUR,HCLTECH,0.140481
ETERNAL,ICICIGI,0.140479
LTM,WAAREEENER,0.140477
BELRISE,JSWINFRA,0.140476
APARINDS,UNIONBANK,0.140475
INTELLECT,LEMONTREE,0.140474
MOTHERSON,TMCV,0.140474
APOLLOHOSP,UCOBANK,0.140472
ABB,BAJAJHLDNG,0.140471
FIVESTAR,LICHSGFIN,0.140463
GRASIM,IDEA,0.140462
PARADEEP,SAGILITY,0.140459
CUMMINSIND,JYOTICNC,0.140457
ABREL,CHAMBLFERT,0.14045
CROMPTON,LEMONTREE,0.14045
FORTIS,NAM-INDIA,0.140447
JBMA,VMM,0.140445
ADANIENT,CUB,0.140444
DIVISLAB,NESTLEIND,0.140441
ITCHOTELS,MCX,0.14044
ICICIPRULI,ITCHOTELS,0.14044
PCBL,SRF,0.140439
RAILTEL,SHREECEM,0.140439
GPIL,SBICARD,0.140437
CASTROLIND,RAILTEL,0.140436
NTPCGREEN,PETRONET,0.140435
JPPOWER,SUPREMEIND,0.140431
CESC,COALINDIA,0.14043
HAL,KIRLOSENG,0.14043
CHOICEIN,UNOMINDA,0.140429
PGEL,SARDAEN,0.140428
BEML,GVT&D,0.140427
NLCINDIA,RELIANCE,0.140426
BAJAJHFL,FACT,0.140425
LTM,TATACONSUM,0.140425
ABFRL,GMDCLTD,0.140425
ADANIENT,EIDPARRY,0.140423
PIIND,RELIANCE,0.140422
MAXHEALTH,MUTHOOTFIN,0.140421
ACE,NLCINDIA,0.140419
TCS,UNOMINDA,0.140417
KOTAKBANK,TATAELXSI,0.140417
KEC,LTFOODS,0.140416
SAIL,TIINDIA,0.140415
ABLBL,J&KBANK,0.140414
ELGIEQUIP,FORCEMOT,0.140412
RECLTD,WHIRLPOOL,0.140412
DABUR,IDEA,0.14041
AWL,MAHABANK,0.140409
FINCABLES,UNOMINDA,0.140408
AFCONS,JMFINANCIL,0.140408
TATACHEM,TECHNOE,0.140408
DIVISLAB,WOCKPHARMA,0.140407
JPPOWER,UNOMINDA,0.140405
ELGIEQUIP,HFCL,0.140403
ABB,MRPL,0.140403
EMAMILTD,NHPC,0.140401
HINDALCO,MRPL,0.140401
ABB,JSL,0.140401
KIRLOSENG,OLECTRA,0.1404
ADANIENT,WOCKPHARMA,0.140397
GLENMARK,ZENTEC,0.140396
AMBER,OLAELEC,0.140395
DELHIVERY,SYNGENE,0.140393
IOB,LUPIN,0.140389
COLPAL,HDFCBANK,0.140386
BLUESTARCO,IDEA,0.140386
HFCL,NLCINDIA,0.140383
JBMA,RRKABEL,0.140382
BOSCHLTD,ENGINERSIN,0.140381
CHOICEIN,SOLARINDS,0.140381
GRANULES,NCC,0.14038
CROMPTON,KPRMILL,0.14038
CEMPRO,TATATECH,0.140379
JSL,SBIN,0.140376
BPCL,MSUMI,0.140374
GRAPHITE,MSUMI,0.140374
KOTAKBANK,SONACOMS,0.14037
SBILIFE,UCOBANK,0.140368
IFCI,SAMMAANCAP,0.140368
ABLBL,IOB,0.140367
HEROMOTOCO,SAMMAANCAP,0.140367
BDL,MAPMYINDIA,0.140361
APTUS,MOTILALOFS,0.140361
ENRIN,HAVELLS,0.140359
OIL,TORNTPOWER,0.140358
BOSCHLTD,SAIL,0.140355
JSL,LAURUSLABS,0.140354
COALINDIA,UNOMINDA,0.140353
JUBLFOOD,TCS,0.140353
HINDUNILVR,POLYCAB,0.140351
CIPLA,VBL,0.140351
CHENNPETRO,PPLPHARMA,0.14035
KFINTECH,TITAN,0.140346
NEWGEN,POLYCAB,0.140344
GMDCLTD,ICICIPRULI,0.140341
CHAMBLFERT,NLCINDIA,0.14034
ABFRL,HDFCAMC,0.140339
ICICIPRULI,OLECTRA,0.140339
HDFCAMC,MSUMI,0.140338
PCBL,WOCKPHARMA,0.140336
FEDERALBNK,LTM,0.140334
ENGINERSIN,ZENSARTECH,0.140326
ICICIGI,IRB,0.140326
RITES,TCS,0.140325
LTFOODS,NHPC,0.140325
AUROPHARMA,OLECTRA,0.140324
NHPC,TATACAP,0.140323
IREDA,SHYAMMETL,0.140319
PHOENIXLTD,SOBHA,0.140319
FIVESTAR,LTF,0.140314
ALKEM,MFSL,0.140313
PAGEIND,TORNTPOWER,0.140312
ICICIPRULI,NIACL,0.140311
HDFCAMC,NIACL,0.14031
DEEPAKNTR,GODREJPROP,0.140302
LUPIN,RPOWER,0.1403
AWL,IOC,0.1403
AWL,PARADEEP,0.140298
DELHIVERY,HINDCOPPER,0.140297
MAXHEALTH,WAAREEENER,0.140297
PARADEEP,TRENT,0.140294
HAVELLS,NATCOPHARM,0.140293
AWL,UPL,0.140291
JSL,OLECTRA,0.14029
IRCTC,ONGC,0.140287
BEL,JSWCEMENT,0.140286
INTELLECT,VOLTAS,0.140285
PNBHOUSING,SYNGENE,0.140283
MAZDOCK,URBANCO,0.140283
ABB,TCS,0.140281
FSL,HEXT,0.140279
HFCL,TVSMOTOR,0.140278
GODFRYPHLP,INDHOTEL,0.140277
BSOFT,KEC,0.140277
PERSISTENT,SBICARD,0.140274
CHENNPETRO,POWERGRID,0.140274
ELECON,UNOMINDA,0.140272
KIRLOSENG,NMDC,0.140269
ENRIN,LAURUSLABS,0.140267
ADANIENT,NEWGEN,0.140266
CYIENT,TARIL,0.140264
CESC,CUMMINSIND,0.140264
BSOFT,IOB,0.140263
GAIL,LTFOODS,0.140263
FORCEMOT,GPIL,0.140263
EICHERMOT,OLAELEC,0.140261
INTELLECT,PCBL,0.140259
ADANIPOWER,COFORGE,0.140258
ACE,JINDALSAW,0.140253
HDFCBANK,SJVN,0.140251
ACE,ITCHOTELS,0.140248
ITC,OFSS,0.140247
LODHA,SARDAEN,0.140246
FINCABLES,NAVA,0.140246
ABREL,JKTYRE,0.140244
CHAMBLFERT,NTPCGREEN,0.140244
HEG,MUTHOOTFIN,0.14024
ICICIPRULI,JSWINFRA,0.140238
ELECON,HINDPETRO,0.140235
DEEPAKNTR,JBMA,0.140235
APOLLOHOSP,ENGINERSIN,0.140235
INDIACEM,RITES,0.140233
LEMONTREE,SBICARD,0.14023
ELECON,NETWEB,0.14023
ABCAPITAL,ATHERENERG,0.14023
GESHIP,OLECTRA,0.140228
HDFCLIFE,OLECTRA,0.140227
GODFRYPHLP,IEX,0.140227
ABB,ICICIBANK,0.140222
KEC,NUVAMA,0.140219
ENRIN,GMDCLTD,0.140219
EICHERMOT,LTM,0.140216
ABB,TEJASNET,0.140215
HDFCLIFE,RPOWER,0.140213
JSWSTEEL,LTM,0.140211
CHAMBLFERT,PIDILITIND,0.140207
GODREJCP,HAL,0.140206
JSL,SIEMENS,0.140206
BBTC,ZEEL,0.140203
ADANIENSOL,VMM,0.140203
JBMA,LATENTVIEW,0.140197
BSOFT,LAURUSLABS,0.140197
JSWSTEEL,MSUMI,0.140193
JINDALSTEL,NATCOPHARM,0.140192
ABFRL,ASHOKLEY,0.140191
AARTIIND,ADANIENSOL,0.140189
SAIL,TATACONSUM,0.140189
CLEAN,EIDPARRY,0.140187
ABFRL,INTELLECT,0.140186
NLCINDIA,PREMIERENE,0.140183
GAIL,JBCHEPHARM,0.140182
INOXWIND,SIGNATURE,0.140181
ABCAPITAL,APOLLOTYRE,0.140179
NATIONALUM,POLICYBZR,0.140177
HFCL,NATCOPHARM,0.140177
OIL,SHRIRAMFIN,0.140176
KEC,PIIND,0.140175
CGPOWER,HINDUNILVR,0.140174
ITI,MOTHERSON,0.140173
HBLENGINE,PAGEIND,0.140171
IFCI,VMM,0.140169
PGEL,WOCKPHARMA,0.140167
ADANIPOWER,PCBL,0.140166
APLAPOLLO,TECHNOE,0.140166
M&MFIN,MCX,0.140166
ITC,ZYDUSLIFE,0.140165
NATCOPHARM,PCBL,0.140165
ATGL,IDFCFIRSTB,0.140161
LT,TEJASNET,0.140157
FACT,TATASTEEL,0.140154
CONCOR,WELCORP,0.140148
KEC,SRF,0.140148
BRIGADE,JSWENERGY,0.140147
MSUMI,ZENTEC,0.140147
ESCORTS,OLECTRA,0.140147
BAJAJHFL,MPHASIS,0.140146
AMBER,INTELLECT,0.140142
JBMA,LTTS,0.14014
BAJAJHFL,TTML,0.140137
HEROMOTOCO,TEJASNET,0.140135
HINDCOPPER,KFINTECH,0.140135
NTPCGREEN,SBIN,0.140133
CAMS,LATENTVIEW,0.14013
SHRIRAMFIN,SONATSOFTW,0.140129
ABCAPITAL,CEMPRO,0.140128
BLUESTARCO,LEMONTREE,0.140126
ADANIPOWER,LEMONTREE,0.140122
AARTIIND,MSUMI,0.140121
INDUSTOWER,TARIL,0.140119
GMRAIRPORT,WELCORP,0.140119
MSUMI,NLCINDIA,0.140118
PCBL,SWANCORP,0.140117
LTFOODS,UCOBANK,0.140116
ITI,WELSPUNLIV,0.140115
CIEINDIA,IREDA,0.140113
DEEPAKNTR,ENGINERSIN,0.140113
MANKIND,MPHASIS,0.14011
MARICO,NATIONALUM,0.14011
FSL,ZEEL,0.140106
POLYCAB,TECHM,0.140106
KIRLOSENG,SCI,0.140105
CESC,MGL,0.140102
HCLTECH,RAILTEL,0.140099
GMDCLTD,PERSISTENT,0.140098
CIPLA,GODREJCP,0.140096
ITC,SRF,0.140095
CYIENT,LEMONTREE,0.140094
IRCTC,KPIL,0.140089
NHPC,WHIRLPOOL,0.140089
POONAWALLA,SYRMA,0.140088
CYIENT,WAAREEENER,0.140086
DMART,HDFCBANK,0.140085
GODFRYPHLP,ZENTEC,0.140083
BEL,NAVA,0.140081
GRAPHITE,NAVA,0.140079
COFORGE,TORNTPOWER,0.140078
HDFCLIFE,ZEEL,0.140077
DIXON,ZENSARTECH,0.140076
NEWGEN,UPL,0.140075
INDHOTEL,ITI,0.140074
SJVN,TCS,0.140073
BOSCHLTD,NAUKRI,0.140072
AUROPHARMA,ICICIGI,0.14007
FSL,LTF,0.140067
INDHOTEL,LATENTVIEW,0.140067
COFORGE,PARADEEP,0.140064
DELHIVERY,TCS,0.140059
BAJAJHFL,DEVYANI,0.140057
HBLENGINE,SBILIFE,0.140057
JSWCEMENT,LICHSGFIN,0.140057
INDIAMART,IREDA,0.140052
GROWW,IFCI,0.140051
RITES,SAPPHIRE,0.140049
HCLTECH,INDIGO,0.140047
EICHERMOT,JSL,0.140046
HBLENGINE,MGL,0.140045
GPIL,LUPIN,0.140044
JINDALSTEL,NAM-INDIA,0.14004
PRESTIGE,SUNPHARMA,0.140037
ADANIGREEN,INFY,0.140035
VMM,YESBANK,0.140034
GRSE,NH,0.140031
LODHA,TEJASNET,0.140027
HINDPETRO,JSWINFRA,0.140021
ANGELONE,NEWGEN,0.14002
LTFOODS,YESBANK,0.14002
DLF,GRANULES,0.14002
COFORGE,MAPMYINDIA,0.140019
CCL,JIOFIN,0.140019
KAJARIACER,TITAGARH,0.140016
EICHERMOT,PAGEIND,0.140014
ABB,JINDALSAW,0.140013
M&M,WELSPUNLIV,0.140012
SAGILITY,ZENTEC,0.140008
IDBI,MANKIND,0.140007
DATAPATTNS,M&MFIN,0.140002
JSWINFRA,NIACL,0.140002
BATAINDIA,CHAMBLFERT,0.140002
JUBLFOOD,SCI,0.140002
ABFRL,CUMMINSIND,0.139999
BAJAJHLDNG,RBLBANK,0.139999
PNB,UTIAMC,0.139998
ELECON,FORCEMOT,0.139998
LTTS,RPOWER,0.139997
CEATLTD,PARADEEP,0.139994
INDHOTEL,TATACOMM,0.139993
RKFORGE,TECHNOE,0.139992
CROMPTON,HINDCOPPER,0.139992
BLUEJET,CDSL,0.139988
IOB,PIIND,0.139987
FORCEMOT,OBEROIRLTY,0.139985
FINCABLES,TATAINVEST,0.139982
GRANULES,INDIANB,0.139981
BAJAJHFL,DMART,0.13998
MINDACORP,MSUMI,0.139978
HDBFS,IRCON,0.139977
ELECON,ETERNAL,0.139977
BSOFT,CONCOR,0.139977
PIIND,POLICYBZR,0.139976
GPIL,NYKAA,0.139975
BRITANNIA,SBICARD,0.139975
AWL,ZENTEC,0.139974
ABB,APARINDS,0.139974
RITES,TATACOMM,0.139973
APARINDS,LT,0.13997
ADANIPOWER,SARDAEN,0.139969
GRAPHITE,JUBLFOOD,0.139968
JYOTICNC,PNBHOUSING,0.139967
J&KBANK,POLICYBZR,0.139966
BELRISE,SAIL,0.139965
AARTIIND,JINDALSAW,0.139962
BLS,GRAPHITE,0.139959
ITCHOTELS,SWANCORP,0.139958
MUTHOOTFIN,TORNTPHARM,0.139957
SAGILITY,VOLTAS,0.139956
SBILIFE,SWIGGY,0.139955
ICICIBANK,IOB,0.139952
BATAINDIA,J&KBANK,0.139952
IEX,MRPL,0.139946
HFCL,IGL,0.139942
M&M,PREMIERENE,0.139941
MAXHEALTH,PETRONET,0.139937
ACMESOLAR,BDL,0.139936
ACC,HINDCOPPER,0.139936
HINDPETRO,ICICIGI,0.139931
JINDALSAW,TORNTPOWER,0.139928
BRIGADE,LTF,0.139926
CHAMBLFERT,POWERGRID,0.139923
EMMVEE,MAZDOCK,0.139922
ALKEM,RAILTEL,0.139921
UTIAMC,YESBANK,0.139921
IRB,WHIRLPOOL,0.139921
EIDPARRY,WELSPUNLIV,0.13992
ATGL,RELIANCE,0.139919
COALINDIA,FORTIS,0.139916
ADANIPOWER,WIPRO,0.139916
J&KBANK,WHIRLPOOL,0.139915
AXISBANK,RPOWER,0.139915
HAVELLS,NH,0.139913
ARE&M,PIDILITIND,0.139909
APOLLOTYRE,MSUMI,0.139904
APLAPOLLO,DMART,0.139904
AXISBANK,RITES,0.139904
BANKINDIA,JBCHEPHARM,0.139902
BANKBARODA,FACT,0.1399
APTUS,CAMS,0.139899
NIACL,PCBL,0.139898
BANKBARODA,WELCORP,0.139897
CONCOR,LATENTVIEW,0.139894
BRIGADE,JBMA,0.139894
ADANIPOWER,LUPIN,0.139894
JINDALSAW,M&M,0.139893
FIRSTCRY,JWL,0.139889
ASTRAL,ELECON,0.139886
BHEL,RRKABEL,0.139884
AWL,ELECON,0.139883
ALKEM,GRANULES,0.139883
360ONE,SBILIFE,0.13988
INTELLECT,KFINTECH,0.139879
IGIL,SUZLON,0.139878
APOLLOHOSP,NSLNISP,0.139878
ALKEM,BOSCHLTD,0.139877
GPIL,WOCKPHARMA,0.139875
AXISBANK,ONGC,0.139875
DRREDDY,PIIND,0.139875
AFFLE,ANGELONE,0.139874
PNBHOUSING,SAGILITY,0.139874
BAJAJFINSV,JSWINFRA,0.139874
GPIL,NATCOPHARM,0.139871
ABFRL,SYRMA,0.139871
AMBUJACEM,BSOFT,0.139871
DABUR,GPIL,0.13987
DABUR,PCBL,0.139862
ARE&M,SAGILITY,0.139862
EXIDEIND,LTFOODS,0.13986
IFCI,WHIRLPOOL,0.139857
APLAPOLLO,MAXHEALTH,0.139855
IIFL,JKTYRE,0.139854
DATAPATTNS,FEDERALBNK,0.139853
GRANULES,PFC,0.139852
DRREDDY,KFINTECH,0.139845
AXISBANK,JUBLFOOD,0.139844
JINDALSAW,POWERGRID,0.139842
BAJAJ-AUTO,GPIL,0.139841
GLENMARK,POLICYBZR,0.139837
LLOYDSME,ULTRACEMCO,0.139836
APARINDS,CUMMINSIND,0.139833
CHAMBLFERT,LTFOODS,0.139833
ITI,PAYTM,0.139831
FORTIS,ICICIBANK,0.13983
MOTILALOFS,VMM,0.139826
HINDALCO,JBMA,0.139826
JSWENERGY,KIRLOSENG,0.139825
LTFOODS,PARADEEP,0.139822
MUTHOOTFIN,TARIL,0.139821
JINDALSTEL,JPPOWER,0.139818
CESC,GPIL,0.139818
NSLNISP,PREMIERENE,0.139818
PARADEEP,POWERGRID,0.139818
BRIGADE,NSLNISP,0.139816
GABRIEL,SYRMA,0.139812
BLS,UNOMINDA,0.139811
HCLTECH,PPLPHARMA,0.13981
AARTIIND,AMBER,0.13981
PHOENIXLTD,TORNTPHARM,0.139809
BRITANNIA,SBIN,0.139809
ICICIGI,PAGEIND,0.139809
BLS,IDFCFIRSTB,0.139807
ABREL,UNOMINDA,0.139803
APTUS,OLECTRA,0.139802
LAURUSLABS,ZENTEC,0.1398
INFY,SWIGGY,0.1398
HDFCBANK,JINDALSTEL,0.1398
COALINDIA,J&KBANK,0.139796
IOC,SAGILITY,0.139795
BHARTIARTL,IDBI,0.13979
JUBLINGREA,NCC,0.13979
CYIENT,MAPMYINDIA,0.139789
MPHASIS,SUPREMEIND,0.139789
DRREDDY,VBL,0.139787
COALINDIA,TCS,0.139786
AARTIIND,HEROMOTOCO,0.139785
KAYNES,NAM-INDIA,0.139784
GRAPHITE,HINDPETRO,0.139782
LODHA,ZENSARTECH,0.139778
ITI,MOTILALOFS,0.139778
INDIACEM,RPOWER,0.139778
IOB,MARICO,0.139777
BATAINDIA,VOLTAS,0.139775
ITC,SJVN,0.139775
MSUMI,PAYTM,0.13977
GLENMARK,JINDALSAW,0.139769
GPIL,ULTRACEMCO,0.139768
NATCOPHARM,ZEEL,0.139767
HINDZINC,IDEA,0.139761
CDSL,MEDANTA,0.13976
CHOLAFIN,SAMMAANCAP,0.13976
CGPOWER,DRREDDY,0.139758
ANGELONE,ONGC,0.139757
AWL,BEL,0.139756
ETERNAL,KEC,0.139755
AWL,CHAMBLFERT,0.139749
BEML,TCS,0.139748
PREMIERENE,WIPRO,0.139747
PAYTM,TORNTPHARM,0.139746
APARINDS,IOB,0.139746
BLUEJET,JWL,0.139744
BAJFINANCE,TRIDENT,0.139744
ABREL,MOTHERSON,0.139744
BIOCON,JPPOWER,0.139743
LTF,NEWGEN,0.13974
HDFCAMC,VMM,0.139738
GICRE,PFC,0.139736
CONCOR,DEVYANI,0.139735
COLPAL,GPIL,0.139735
NAVA,POLYCAB,0.139733
BOSCHLTD,JSWINFRA,0.139732
IRB,PAGEIND,0.139732
ASHOKLEY,GVT&D,0.139731
TITAGARH,TRITURBINE,0.13973
ARE&M,M&MFIN,0.139729
DRREDDY,JWL,0.139729
TITAGARH,USHAMART,0.139728
LLOYDSME,SIEMENS,0.139727
ABCAPITAL,LTTS,0.139727
GMRAIRPORT,INDIACEM,0.139726
AWL,INDIANB,0.139724
ADANIENSOL,SAGILITY,0.139723
DRREDDY,RBLBANK,0.139723
INTELLECT,MANAPPURAM,0.139723
ADANIGREEN,ZENSARTECH,0.139721
JBCHEPHARM,LTF,0.139721
AARTIIND,ITCHOTELS,0.13972
ABFRL,BAJFINANCE,0.13972
ABFRL,SUPREMEIND,0.13972
CHENNPETRO,JINDALSAW,0.139718
ITCHOTELS,NTPCGREEN,0.139716
JWL,KPIL,0.139714
OBEROIRLTY,OIL,0.139714
CHOLAFIN,PARADEEP,0.139713
FACT,IRB,0.139712
ALKEM,IDFCFIRSTB,0.139711
CHAMBLFERT,KEI,0.139709
PAYTM,PCBL,0.139704
EICHERMOT,PARADEEP,0.139703
CONCOR,ESCORTS,0.139703
HINDPETRO,IIFL,0.139702
JMFINANCIL,MANKIND,0.139702
BPCL,WELSPUNLIV,0.139693
ABREL,MAHABANK,0.139691
DATAPATTNS,DIVISLAB,0.139688
OLECTRA,POONAWALLA,0.139683
ITC,KAYNES,0.139683
ARE&M,OFSS,0.139679
ALKEM,TRENT,0.139678
COCHINSHIP,GODREJCP,0.139676
ACC,JSWCEMENT,0.139674
MUTHOOTFIN,PREMIERENE,0.139671
BRITANNIA,PNBHOUSING,0.13967
APLAPOLLO,NAUKRI,0.139669
NTPC,PARADEEP,0.139668
PVRINOX,ZEEL,0.139664
COLPAL,JSWINFRA,0.139662
KAJARIACER,MAZDOCK,0.13966
BANDHANBNK,TTML,0.139658
PAYTM,SAGILITY,0.139657
FSL,PGEL,0.139657
DALBHARAT,OLECTRA,0.139656
ADANIENT,KIRLOSENG,0.139656
APTUS,JMFINANCIL,0.139654
LAURUSLABS,NETWEB,0.139651
ASHOKLEY,GABRIEL,0.13965
IRCTC,KPRMILL,0.139647
LTFOODS,WELSPUNLIV,0.139647
DEVYANI,IOB,0.139639
ULTRACEMCO,ZEEL,0.139638
AMBUJACEM,RHIM,0.139638
ARE&M,POWERGRID,0.139637
JSWCEMENT,PNB,0.139637
CHENNPETRO,VEDL,0.139635
BPCL,SHREECEM,0.139635
HDFCBANK,JMFINANCIL,0.139635
M&M,SONATSOFTW,0.139634
GRSE,LTTS,0.139631
BHARTIARTL,LICI,0.139631
AWL,RBLBANK,0.13963
BANKBARODA,INTELLECT,0.139629
MAZDOCK,NAVINFLUOR,0.139627
EIDPARRY,HEG,0.139624
LICI,NETWEB,0.139622
KPRMILL,PFC,0.139621
